id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
24010462,122052459,2017/3/22,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81027,-71.2067,Entire apartment,Entire home/apt,4,1 bath,2,$200.00,30,1125,365,0,,t,
24053763,55588409,2016/1/21,within an hour,100%,100%,t,t,t,Saint-Roch,46.81214,-71.23027,Entire condominium,Entire home/apt,6,1 bath,3,$213.00,2,90,325,140,4.94,t,3.61
24060100,47707077,2015/10/29,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.8105,-71.21863,Room in bed and breakfast,Hotel room,2,1 bath,1,$90.00,2,1125,0,0,,t,
24062534,181084454,2018/3/28,N/A,N/A,100%,f,t,t,Saint-Roch,46.81383,-71.22535,Entire loft,Entire home/apt,2,1 bath,1,$50.00,1,1125,0,150,4.64,f,3.82
24075668,47707077,2015/10/29,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.81072,-71.22035,Room in bed and breakfast,Hotel room,2,1 bath,1,$90.00,2,1125,0,0,,t,
24117213,18219856,2014/7/16,N/A,N/A,N/A,f,t,f,Cité Universitaire,46.78028,-71.30216,Private room in apartment,Private room,2,1 shared bath,1,$44.00,1,1125,0,0,,f,
24153049,182006149,2018/4/2,within an hour,100%,97%,t,t,t,Saint-Roch,46.8133,-71.22928,Entire apartment,Entire home/apt,4,1 bath,2,$145.00,2,1125,44,190,4.93,t,5.07
24158784,21107303,2014/9/8,N/A,N/A,N/A,f,t,t,Sillery,46.78858,-71.25134,Private room in apartment,Private room,4,1 shared bath,2,$60.00,2,30,172,2,4,f,0.06
24170708,95604246,2016/9/17,within an hour,100%,100%,f,t,t,Saint-Roch,46.81334,-71.22691,Entire apartment,Entire home/apt,6,1 bath,3,$115.00,2,1125,39,162,4.53,t,4.1
24198930,47707077,2015/10/29,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.81004,-71.22011,Room in bed and breakfast,Hotel room,2,1 bath,2,$105.00,2,1125,0,2,5,t,0.05
24204388,182458994,2018/4/4,N/A,N/A,N/A,f,t,t,Duberger-Les Saules,46.81522,-71.27975,Entire house,Entire home/apt,5,1.5 baths,2,$79.00,3,30,0,4,5,f,0.19
24227562,182643060,2018/4/5,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.81127,-71.21716,Entire apartment,Entire home/apt,2,1 bath,1,$109.00,2,1125,156,98,4.67,f,2.54
24229145,35034527,2015/6/4,within an hour,100%,100%,t,t,t,Montcalm,46.80067,-71.23234,Private room in guesthouse,Private room,4,2 baths,2,$174.00,1,1125,307,15,5,f,0.71
24229770,182643060,2018/4/5,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.81079,-71.21696,Entire condominium,Entire home/apt,4,1 bath,2,$189.00,2,1125,63,58,4.69,f,1.61
24244658,1541402,2011/12/27,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.80943,-71.21941,Entire apartment,Entire home/apt,4,1 bath,3,$101.00,2,365,7,28,4.86,t,0.79
24286453,34465635,2015/5/28,N/A,N/A,N/A,f,t,t,Maizerets,46.83312,-71.21766,Entire apartment,Entire home/apt,5,1.5 baths,2,$125.00,2,1125,0,3,4.67,f,0.08
24288635,130444860,2017/5/15,within a few hours,100%,100%,f,t,t,Sillery,46.76551,-71.26359,Entire house,Entire home/apt,8,2 baths,4,$150.00,2,1125,117,70,4.71,f,1.97
24311909,17077260,2014/6/21,N/A,N/A,N/A,f,t,t,Lairet,46.83496,-71.23763,Entire house,Entire home/apt,9,2.5 baths,6,$250.00,4,30,19,3,4.33,t,0.08
24369275,25428389,2014/12/31,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82444,-71.22804,Entire apartment,Entire home/apt,5,2 baths,3,$355.00,2,1125,307,161,4.98,t,4.92
24371509,162031483,2017/12/9,N/A,N/A,N/A,f,t,f,Cité Universitaire,46.77689,-71.30305,Private room in apartment,Private room,2,1 shared bath,1,$28.00,1,1125,0,67,4.92,t,1.71
24372066,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81357,-71.21578,Room in serviced apartment,Hotel room,3,1 bath,2,$328.00,2,1125,141,1,5,t,0.04
24376585,18320005,2014/7/18,N/A,N/A,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81509,-71.20953,Entire apartment,Entire home/apt,2,1 bath,1,$55.00,3,1125,0,7,4.67,f,1.1
24431800,178242859,2018/3/13,a few days or more,0%,N/A,f,f,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81195,-71.20286,Entire apartment,Entire home/apt,4,1.5 baths,2,$110.00,31,1125,173,1,5,f,0.03
24441604,4738798,2013/1/17,within a day,90%,91%,f,t,t,Vieux-Moulin,46.84882,-71.20774,Entire apartment,Entire home/apt,2,1 bath,1,$80.00,7,1125,357,0,,f,
24511875,49538228,2015/11/21,within an hour,100%,98%,f,t,t,Vieux-Limoilou,46.82155,-71.2245,Entire apartment,Entire home/apt,6,1 bath,3,$150.00,1,1125,338,135,4.81,t,3.49
24539587,43110197,2015/9/1,N/A,N/A,93%,t,t,t,Saint-Jean-Baptiste,46.80932,-71.21817,Entire apartment,Entire home/apt,6,1 bath,2,$88.00,1,60,0,84,4.89,f,2.62
24556881,92680820,2016/8/30,N/A,N/A,N/A,f,t,f,Vieux-Moulin,46.85172,-71.22564,Entire apartment,Entire home/apt,8,2 baths,4,$140.00,2,1125,0,24,5,f,0.66
24562395,153270531,2017/10/4,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81709,-71.20503,Entire condominium,Entire home/apt,4,1 bath,1,$225.00,2,1125,88,21,5,f,0.78
24563655,11431558,2014/1/19,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81031,-71.20631,Private room in bed and breakfast,Private room,9,4.5 baths,5,"$1,000.00",2,30,361,2,5,f,0.06
24595000,185858885,2018/4/23,within a few hours,100%,N/A,f,t,t,Saint-Jean-Baptiste,46.80967,-71.22428,Entire apartment,Entire home/apt,12,2 baths,6,$581.00,31,1125,89,46,4.65,f,1.35
24602745,178242859,2018/3/13,a few days or more,0%,N/A,f,f,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81215,-71.20341,Entire apartment,Entire home/apt,2,1 bath,1,$58.00,31,1125,263,0,,f,
24604613,118842158,2017/3/2,N/A,N/A,N/A,f,t,t,Montcalm,46.80518,-71.22947,Entire townhouse,Entire home/apt,3,1 bath,2,$180.00,2,10,0,53,4.77,t,1.48
24619045,143072840,2017/7/28,N/A,N/A,N/A,f,t,f,Quartier 4-3,46.88819,-71.25342,Entire condominium,Entire home/apt,4,1 bath,2,$80.00,2,1125,0,40,4.98,f,1.08
24654816,89099620,2016/8/10,N/A,N/A,100%,f,t,f,Neufchâtel-Est/Lebourgneuf,46.86085,-71.3377,Entire apartment,Entire home/apt,4,1 bath,1,$50.00,2,1125,0,81,4.76,t,2.1
24695846,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81571,-71.20416,Private room in serviced apartment,Private room,2,1 private bath,1,$800.00,1,1125,356,0,,f,
24695923,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81544,-71.2041,Private room in serviced apartment,Private room,2,1 private bath,1,$800.00,1,1125,356,1,2,f,0.03
24695985,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81598,-71.2043,Private room in serviced apartment,Private room,2,1 private bath,1,$800.00,1,1125,356,0,,f,
24696031,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81586,-71.20327,Private room in serviced apartment,Private room,2,1 private bath,1,$800.00,1,1125,356,1,5,f,0.09
24696197,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81667,-71.20366,Entire serviced apartment,Entire home/apt,8,4 baths,4,"$3,000.00",1,1125,356,7,5,f,1.46
24731329,110350016,2017/1/7,within an hour,100%,0%,f,t,t,Vieux-Moulin,46.85444,-71.20912,Entire house,Entire home/apt,4,2 baths,2,$107.00,7,1125,6,1,5,f,0.05
24799403,31221546,2015/4/14,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.80988,-71.22196,Entire apartment,Entire home/apt,3,1 bath,2,$77.00,60,1113,177,0,,f,
24808260,184648249,2018/4/16,within an hour,100%,89%,t,t,t,Saint-Sauveur,46.80901,-71.2363,Entire apartment,Entire home/apt,7,2 baths,4,$229.00,2,90,37,91,4.89,f,2.38
24808977,184283362,2018/4/14,N/A,N/A,N/A,f,t,t,Quartier 5-1,46.89246,-71.22489,Entire house,Entire home/apt,2,2 baths,2,$40.00,4,1125,0,0,,f,
24855939,44701521,2015/9/20,within a few hours,90%,62%,t,t,t,Saint-Roch,46.81307,-71.22395,Room in hotel,Private room,4,1 private bath,2,$199.00,1,222,138,13,4.85,f,1.15
24894689,79049242,2016/6/21,N/A,N/A,100%,f,t,t,Saint-Sauveur,46.80704,-71.24283,Entire apartment,Entire home/apt,4,1 bath,4,$100.00,5,1125,36,6,4.5,t,0.18
24915258,156758317,2017/10/30,within a day,75%,0%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80218,-71.2205,Entire apartment,Entire home/apt,2,1 bath,1,$45.00,90,1125,224,0,,f,
24936796,181335806,2018/3/29,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.80675,-71.24386,Entire apartment,Entire home/apt,4,1 bath,2,$65.00,2,1125,0,25,4.72,t,0.67
24989971,188918202,2018/5/10,within an hour,100%,100%,f,t,f,Lac-Saint-Charles,46.88956,-71.37327,Camper/RV,Entire home/apt,5,1.5 baths,3,$80.00,2,60,357,28,4.86,f,0.75
25066356,5076778,2013/2/13,within a day,90%,33%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81172,-71.20713,Entire apartment,Entire home/apt,5,3 baths,3,$68.00,31,1125,285,57,4.82,f,1.67
25083546,189193005,2018/5/12,within a few hours,100%,75%,f,t,f,Saint-Louis,46.75826,-71.31692,Entire house,Entire home/apt,6,2 baths,3,$250.00,3,10,39,7,5,f,0.29
25125411,128415982,2017/5/1,N/A,N/A,N/A,t,t,f,Quartier 5-4,46.86081,-71.18014,Private room in house,Private room,3,1 private bath,2,$50.00,2,4,0,33,5,f,0.89
25158527,20116213,2014/8/16,N/A,N/A,N/A,f,t,t,Vieux-Limoilou,46.82706,-71.2254,Entire condominium,Entire home/apt,4,1 bath,2,$50.00,2,1125,0,13,5,f,0.36
25188815,10332085,2013/11/29,N/A,N/A,N/A,t,t,t,Saint-Roch,46.81727,-71.22249,Entire condominium,Entire home/apt,2,2 baths,1,$80.00,1,1125,0,87,4.75,f,2.31
25227409,26437730,2015/1/20,N/A,N/A,N/A,f,t,t,Loretteville,46.84487,-71.36225,Entire house,Entire home/apt,6,2 baths,3,$70.00,5,1125,0,27,4.85,f,0.72
25261392,46804262,2015/10/17,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.80687,-71.23482,Entire apartment,Entire home/apt,4,1 bath,2,$65.00,3,6,168,23,4.91,f,0.62
25297090,191096612,2018/5/22,N/A,N/A,100%,f,t,t,Saint-Roch,46.81601,-71.23008,Entire apartment,Entire home/apt,6,1.5 baths,4,$209.00,2,35,0,129,4.92,t,3.42
25311460,191178320,2018/5/23,within an hour,100%,100%,t,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80534,-71.2185,Entire apartment,Entire home/apt,4,1 bath,2,$226.00,1,365,144,0,,t,
25311760,191178320,2018/5/23,within an hour,100%,100%,t,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80472,-71.21877,Entire apartment,Entire home/apt,4,1 bath,1,$238.00,1,365,122,3,4.5,t,0.08
25312581,29596419,2015/3/18,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.81223,-71.23577,Entire apartment,Entire home/apt,2,1 bath,1,$90.00,2,1125,0,20,4.85,f,0.53
25389939,16276245,2014/6/2,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81641,-71.22138,Entire house,Entire home/apt,3,1 bath,2,$180.00,3,17,0,6,5,t,0.17
25399710,140641899,2017/7/15,N/A,N/A,100%,f,t,t,Vieux-Limoilou,46.82944,-71.2384,Entire apartment,Entire home/apt,2,1 bath,1,$92.00,2,7,0,49,4.54,f,1.33
25480654,182063953,2018/4/2,N/A,N/A,N/A,f,t,f,Vieux-Moulin,46.85812,-71.21409,Private room in apartment,Private room,2,1 shared bath,1,$50.00,7,7,179,1,1,t,0.04
25502420,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.81042,-71.23226,Entire apartment,Entire home/apt,4,1 bath,2,$133.00,2,1125,160,192,4.77,t,5.09
25512855,69086446,2016/4/26,within a few hours,100%,100%,f,t,t,Lairet,46.83646,-71.25118,Entire apartment,Entire home/apt,2,1 bath,1,$49.00,31,90,121,94,4.76,f,2.53
25585115,13859257,2014/4/3,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81424,-71.20813,Entire apartment,Entire home/apt,6,1 bath,2,$180.00,2,1125,0,88,4.75,t,2.4
25609730,145837713,2017/8/13,N/A,N/A,N/A,t,t,f,Lairet,46.84286,-71.24007,Entire condominium,Entire home/apt,4,1 bath,2,$55.00,1,100,0,63,4.84,t,1.68
25676441,5552934,2013/3/20,within a day,100%,60%,t,t,t,Vieux-Limoilou,46.82658,-71.22875,Entire apartment,Entire home/apt,4,1 bath,2,$51.00,1,12,5,5,5,f,0.3
25678986,116457852,2017/2/14,within a day,50%,40%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8134,-71.21099,Entire apartment,Entire home/apt,4,1 bath,1,$150.00,2,1125,181,47,4.77,f,1.28
25686211,112401441,2017/1/20,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.84865,-71.21273,Entire apartment,Entire home/apt,2,1 bath,2,$80.00,2,1125,340,82,4.48,t,2.25
25717048,191178320,2018/5/23,within an hour,100%,100%,t,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80418,-71.22002,Entire apartment,Entire home/apt,6,1 bath,3,$318.00,1,365,138,7,5,t,7
25728079,193487561,2018/6/4,N/A,N/A,N/A,f,t,t,Maizerets,46.83343,-71.22555,Private room in apartment,Private room,2,1 shared bath,1,$30.00,2,28,15,63,4.69,f,1.71
25743495,193422091,2018/6/4,within an hour,100%,100%,t,t,t,Quartier 5-4,46.8724,-71.17519,Entire condominium,Entire home/apt,2,1 bath,1,$60.00,1,1125,296,103,4.97,t,2.88
25765904,154433191,2017/10/13,within an hour,100%,100%,t,t,t,Lairet,46.8313,-71.23943,Entire apartment,Entire home/apt,6,1 bath,2,$129.00,2,1125,42,26,4.96,f,0.72
25769585,191178320,2018/5/23,within an hour,100%,100%,t,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80421,-71.22014,Entire apartment,Entire home/apt,2,1 bath,1,$197.00,1,365,114,4,5,t,0.11
25769965,191178320,2018/5/23,within an hour,100%,100%,t,f,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80353,-71.21887,Entire apartment,Entire home/apt,2,1 bath,1,$203.00,1,365,134,5,5,t,0.14
25804135,191945449,2018/5/27,within a few hours,100%,88%,f,t,t,Montcalm,46.80447,-71.23333,Entire condominium,Entire home/apt,2,1 bath,1,$70.00,2,20,93,103,4.55,f,2.77
25863437,37492449,2015/7/4,within a few hours,100%,89%,t,t,t,Cap-Rouge,46.76014,-71.34884,Private room in bungalow,Private room,3,1 private bath,2,$66.00,2,1125,86,51,4.82,f,1.38
25867142,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.81037,-71.23062,Entire apartment,Entire home/apt,4,1 bath,2,$127.00,1,1125,88,161,4.66,t,4.3
25915859,5758591,2013/4/3,within an hour,100%,100%,t,t,t,Montcalm,46.80352,-71.22545,Entire apartment,Entire home/apt,4,1 bath,2,$295.00,3,1125,355,55,4.96,t,1.57
25933114,23548477,2014/11/9,within an hour,100%,100%,f,t,f,Saint-Sauveur,46.81207,-71.23353,Entire townhouse,Entire home/apt,5,1.5 baths,3,$250.00,2,1125,23,0,,f,
25994187,17326461,2014/6/27,within an hour,100%,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80335,-71.21021,Private room in bed and breakfast,Private room,2,1 private bath,1,$185.00,2,1125,279,5,5,f,0.14
26010748,53090594,2016/1/2,within a day,100%,100%,f,t,t,Plateau,46.76396,-71.30453,Entire bungalow,Entire home/apt,8,1 bath,3,$59.00,5,21,9,7,4.86,f,0.2
26080121,20537698,2014/8/25,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.81044,-71.24132,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,2,1125,0,37,5,f,1.02
26096699,27292206,2015/2/5,N/A,N/A,N/A,f,t,t,Duberger-Les Saules,46.81333,-71.32455,Private room in townhouse,Private room,2,1 shared bath,1,$41.00,1,1125,0,34,4.82,f,0.93
26108229,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Saint-Roch,46.81458,-71.2214,Entire apartment,Entire home/apt,8,1 bath,5,$271.00,1,1125,190,269,4.86,t,7.35
26137470,196476672,2018/6/18,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.8072,-71.22797,Entire condominium,Entire home/apt,4,1 bath,2,$99.00,32,365,293,100,4.98,f,2.81
26158762,196615952,2018/6/19,within an hour,100%,86%,f,t,f,Maizerets,46.83863,-71.21647,Entire condominium,Entire home/apt,4,1 bath,3,$80.00,2,60,0,59,4.69,f,1.61
26182805,179792169,2018/3/21,a few days or more,0%,0%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81432,-71.21567,Entire loft,Entire home/apt,4,1.5 baths,2,$195.00,2,7,81,7,4.5,f,0.3
26201768,196841001,2018/6/20,within an hour,93%,98%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81598,-71.20716,Entire apartment,Entire home/apt,4,1 bath,2,$232.00,1,365,318,46,4.62,f,1.75
26244199,28100447,2015/2/21,within an hour,100%,99%,f,t,t,Saint-Roch,46.81383,-71.22535,Entire loft,Entire home/apt,2,1 bath,1,$92.00,1,1125,143,144,4.72,f,4.05
26252611,17326461,2014/6/27,within an hour,100%,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80178,-71.21047,Private room in bed and breakfast,Private room,2,1 private bath,1,$163.00,2,1125,278,6,5,f,0.16
26253131,17326461,2014/6/27,within an hour,100%,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8034,-71.2097,Entire house,Entire home/apt,6,3.5 baths,3,$605.00,4,1125,360,3,5,f,0.08
26254093,50143686,2015/11/29,N/A,N/A,N/A,f,t,t,Vieux-Limoilou,46.8297,-71.23218,Private room in apartment,Private room,2,1 shared bath,1,$101.00,7,21,0,7,5,f,0.23
26298019,47579586,2015/10/27,within an hour,100%,100%,t,t,t,Quartier 4-5,46.86864,-71.2777,Entire house,Entire home/apt,10,2 baths,5,$228.00,2,28,0,10,5,t,0.28
26356473,156965492,2017/10/31,within an hour,100%,80%,f,t,t,Sillery,46.7831,-71.2625,Private room in house,Private room,1,3 shared baths,1,$25.00,30,90,116,18,4.82,f,0.49
26384097,196666608,2018/6/19,N/A,N/A,57%,f,t,t,Lairet,46.82912,-71.24198,Private room in condominium,Private room,1,1 shared bath,1,$25.00,1,25,0,54,4.59,t,1.48
26396356,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Roch,46.81269,-71.22791,Entire apartment,Entire home/apt,6,1 bath,3,$147.00,1,1125,209,182,4.49,t,4.95
26397171,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Roch,46.81249,-71.22964,Entire apartment,Entire home/apt,6,1 bath,3,$133.00,1,1125,133,129,4.47,t,3.55
26424918,196666608,2018/6/19,N/A,N/A,57%,f,t,t,Lairet,46.829,-71.24314,Private room in condominium,Private room,1,1 shared bath,0,$28.00,1,3,0,38,4.72,t,1.07
26425668,28249488,2015/2/23,within an hour,100%,99%,f,t,t,Saint-Roch,46.81168,-71.23076,Entire apartment,Entire home/apt,4,1 bath,2,$137.00,2,1125,348,126,4.79,t,3.47
26447806,9127395,2013/9/29,N/A,N/A,100%,f,t,t,Plateau,46.77744,-71.31865,Private room in house,Private room,2,2 shared baths,1,$50.00,2,15,0,80,4.9,f,2.19
26486873,91065705,2016/8/21,within an hour,100%,98%,t,t,t,Lac-Saint-Charles,46.90395,-71.36248,Entire house,Entire home/apt,5,1 bath,4,$176.00,2,1125,229,35,4.97,f,1.9
26525014,139731407,2017/7/10,within an hour,100%,100%,f,t,t,Quartier 5-2,46.89241,-71.19484,Entire house,Entire home/apt,8,1.5 baths,4,$257.00,3,30,0,7,5,f,0.29
26563183,137864908,2017/6/30,N/A,N/A,N/A,f,t,t,Vieux-Limoilou,46.82726,-71.23946,Entire apartment,Entire home/apt,2,1 bath,1,$47.00,2,1125,0,11,4.73,t,0.52
26605617,29506103,2015/3/17,within an hour,100%,97%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80454,-71.21766,Entire apartment,Entire home/apt,4,1 bath,2,$154.00,1,365,217,48,4.88,t,1.34
26635755,200225447,2018/7/5,within a day,100%,100%,t,t,t,Saint-Sauveur,46.81087,-71.2316,Private room in apartment,Private room,2,1 shared bath,1,$73.00,1,1125,73,54,4.83,f,1.54
26668304,64967820,2016/3/29,N/A,N/A,N/A,f,t,t,Chutes-Montmorency,46.86961,-71.16714,Entire townhouse,Entire home/apt,6,1.5 baths,3,$287.00,2,14,268,5,4.6,t,0.14
26732592,29506103,2015/3/17,within an hour,100%,97%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8059,-71.21769,Entire apartment,Entire home/apt,4,1 bath,2,$158.00,1,365,188,90,4.84,t,2.59
26734657,29506103,2015/3/17,within an hour,100%,97%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80523,-71.21796,Entire loft,Entire home/apt,4,1 bath,2,$132.00,1,365,237,78,4.86,t,2.2
26736460,29506103,2015/3/17,within an hour,100%,97%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80556,-71.2185,Entire apartment,Entire home/apt,4,1 bath,3,$130.00,1,365,0,72,4.76,t,2.03
26736536,68566877,2016/4/23,within an hour,100%,99%,f,t,t,Vieux-Limoilou,46.82491,-71.22703,Entire apartment,Entire home/apt,4,1 bath,2,$72.00,1,1125,288,244,4.72,t,6.72
26771223,1312217,2011/10/19,within an hour,100%,92%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8147,-71.20673,Entire apartment,Entire home/apt,4,1 bath,1,$163.00,2,1125,42,157,4.98,f,4.36
26787661,201439233,2018/7/11,N/A,N/A,N/A,f,t,f,Montcalm,46.80124,-71.22642,Private room in apartment,Private room,2,1 shared bath,1,$41.00,1,15,0,104,4.71,f,2.89
26814006,201640512,2018/7/11,N/A,N/A,100%,f,t,f,Saint-Jean-Baptiste,46.8088,-71.2198,Entire apartment,Entire home/apt,2,1 bath,1,$90.00,1,1125,0,0,,t,
26835015,61411254,2016/3/3,within an hour,100%,100%,t,t,t,Saint-Sauveur,46.81108,-71.23253,Entire condominium,Entire home/apt,6,1 bath,3,$258.00,1,1125,332,123,4.96,f,3.47
26848518,44697594,2015/9/20,within an hour,100%,99%,f,t,t,Vieux-Moulin,46.84987,-71.22444,Private room in townhouse,Private room,2,2.5 shared baths,1,$55.00,1,1125,73,56,4.71,t,1.57
26895497,194728531,2018/6/10,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.81307,-71.21685,Entire apartment,Entire home/apt,6,1 bath,2,$130.00,2,365,149,144,4.58,f,3.99
26899811,202362097,2018/7/14,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81368,-71.22489,Entire apartment,Entire home/apt,2,1 bath,1,$864.00,2,1125,358,3,3.67,t,0.08
26942863,53714743,2016/1/7,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.80939,-71.24103,Private room in apartment,Private room,2,1 shared bath,1,$30.00,3,31,0,22,4.73,t,0.63
26959007,115418007,2017/2/7,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.21237,Entire apartment,Entire home/apt,4,1 bath,1,$48.00,31,1125,25,6,4.83,t,0.18
26971244,156815072,2017/10/30,within an hour,100%,88%,t,t,t,Quartier 5-1,46.89652,-71.22794,Entire house,Entire home/apt,6,2.5 baths,5,$350.00,3,1125,29,16,5,f,0.45
26982087,203007941,2018/7/17,within a few hours,100%,92%,t,t,t,Montcalm,46.79906,-71.23818,Entire apartment,Entire home/apt,6,1 bath,3,$190.00,2,1125,152,38,4.79,f,1.1
27031318,35775015,2015/6/14,within an hour,99%,100%,t,t,t,Saint-Roch,46.81631,-71.22641,Entire condominium,Entire home/apt,4,1 bath,2,$93.00,1,1125,265,122,4.84,t,3.4
27052094,203029897,2018/7/17,within an hour,100%,97%,t,t,t,Cité Universitaire,46.79113,-71.27096,Entire apartment,Entire home/apt,2,1 bath,1,$54.00,3,1125,114,128,4.71,t,3.6
27077273,203743274,2018/7/20,N/A,N/A,N/A,t,t,f,Des Châtels,46.84665,-71.39269,Entire apartment,Entire home/apt,4,1 bath,2,$99.00,31,1125,62,46,4.96,f,1.29
27089408,203859971,2018/7/20,N/A,N/A,N/A,f,t,t,Quartier 4-5,46.85002,-71.26396,Entire house,Entire home/apt,10,3 baths,6,$450.00,3,5,0,2,5,t,0.07
27121647,204153113,2018/7/22,N/A,N/A,100%,t,t,t,Maizerets,46.84045,-71.22236,Private room in apartment,Private room,2,1 shared bath,1,$500.00,1,1125,89,20,4.95,t,0.57
27141062,68090341,2016/4/20,N/A,N/A,100%,f,t,t,Cité Universitaire,46.77939,-71.30634,Entire apartment,Entire home/apt,2,1 bath,2,$50.00,15,90,0,1,3,t,0.25
27168309,20704679,2014/8/29,N/A,N/A,N/A,f,t,t,Lairet,46.83171,-71.24144,Entire house,Entire home/apt,6,2 baths,3,$175.00,2,1125,0,24,4.96,t,0.68
27254037,205271310,2018/7/26,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81605,-71.20633,Entire condominium,Entire home/apt,2,1 bath,1,$73.00,32,1125,308,4,5,f,0.16
27260281,205325113,2018/7/26,within an hour,100%,100%,t,t,t,Saint-Roch,46.81631,-71.22819,Entire apartment,Entire home/apt,4,1 bath,2,$99.00,2,1125,140,100,4.76,t,2.82
27279344,166441736,2018/1/7,N/A,N/A,N/A,f,t,f,Quartier 4-5,46.86088,-71.278,Entire bungalow,Entire home/apt,1,2 baths,2,$70.00,89,91,89,0,,t,
27283340,59898149,2016/2/22,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81283,-71.21062,Shared room in dorm,Shared room,1,1 shared bath,0,$36.00,1,4,48,34,4.5,t,0.96
