id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
44137678,21377257,2014/9/15,within an hour,100%,100%,f,t,f,Saint-Sauveur,46.81157,-71.24149,Entire apartment,Entire home/apt,5,1 bath,3,$50.00,30,730,198,0,,t,
44148606,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Saint-Roch,46.81967,-71.22013,Entire condominium,Entire home/apt,6,1 bath,2,$75.00,1,365,328,0,,t,
44151542,24802167,2014/12/13,N/A,N/A,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81252,-71.20142,Entire condominium,Entire home/apt,4,1.5 baths,2,$495.00,2,1125,175,0,,f,
44151935,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81693,-71.20695,Entire apartment,Entire home/apt,2,1 bath,1,$337.00,1,1125,319,2,5,f,0.18
44152297,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.20514,Entire apartment,Entire home/apt,4,1 bath,2,$347.00,1,1125,291,10,4.6,f,1.49
44152860,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81555,-71.20634,Entire apartment,Entire home/apt,4,1 bath,2,$357.00,1,1125,321,13,4.77,f,1.3
44153118,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81726,-71.20489,Entire apartment,Entire home/apt,4,1 bath,2,$337.00,1,1125,309,0,,f,
44166515,355505407,2020/7/10,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.80565,-71.2442,Entire apartment,Entire home/apt,3,1 bath,2,$90.00,1,1125,34,41,4.78,t,3.92
44202349,134770508,2017/6/12,within an hour,100%,98%,t,t,t,Quartier 5-4,46.87092,-71.1759,Entire apartment,Entire home/apt,4,1 bath,2,$77.00,2,1125,118,15,4.93,f,1.38
44204584,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81375,-71.22554,Room in hotel,Private room,4,1 private bath,2,$176.00,1,1125,359,4,4.75,f,0.39
44205752,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81418,-71.22502,Room in hotel,Private room,2,1 private bath,1,$166.00,1,1125,350,1,5,f,0.21
44208413,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81402,-71.22351,Room in hotel,Private room,2,1 private bath,1,$156.00,1,1125,350,10,4.1,f,0.87
44208647,176594607,2018/3/4,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81241,-71.211,Room in boutique hotel,Private room,2,1 private bath,1,$225.00,1,1125,338,1,5,t,1
44209107,202033971,2018/7/13,within an hour,100%,96%,f,t,t,Saint-Sauveur,46.8059,-71.24274,Private room in apartment,Private room,4,1 private bath,1,$51.00,1,5,31,74,4.73,t,7.12
44210116,7927151,2013/8/4,within a few hours,100%,90%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81375,-71.20695,Room in boutique hotel,Private room,2,1 private bath,1,$122.00,1,45,77,42,4.93,f,3.7
44226957,7998668,2013/8/7,N/A,N/A,75%,f,t,t,Saint-Sauveur,46.80788,-71.23234,Entire apartment,Entire home/apt,2,1 bath,1,$60.00,2,1125,0,2,5,f,0.18
44230793,176594607,2018/3/4,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81165,-71.21191,Entire home/apt,Entire home/apt,2,1 bath,1,$300.00,1,7,350,3,5,t,0.27
44239898,4544345,2013/1/1,within a few hours,100%,N/A,f,t,f,Maizerets,46.8346,-71.22277,Entire house,Entire home/apt,4,1 bath,2,$250.00,7,1125,365,0,,f,
44242120,138340836,2017/7/3,within a few hours,100%,100%,f,t,f,Quartier 5-4,46.85988,-71.1815,Entire apartment,Entire home/apt,4,1 bath,3,$85.00,2,1125,1,3,5,f,0.26
44244770,206157337,2018/7/30,within an hour,100%,85%,t,t,t,Montcalm,46.80292,-71.2244,Entire apartment,Entire home/apt,3,1 bath,1,$60.00,31,1125,48,1,5,f,0.31
44261176,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Montcalm,46.79993,-71.23901,Entire apartment,Entire home/apt,8,1 bath,5,$95.00,1,365,5,0,,t,
44261177,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Vieux-Limoilou,46.82348,-71.22277,Entire condominium,Entire home/apt,3,1 bath,2,$63.00,1,365,148,0,,t,
44261178,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Sillery,46.78219,-71.246,Entire house,Entire home/apt,6,1.5 baths,3,$82.00,1,365,178,0,,t,
44261179,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Saint-Roch,46.81006,-71.22807,Entire loft,Entire home/apt,4,1 bath,2,$59.00,1,365,317,0,,t,
44261181,195649860,2018/6/14,within a few hours,88%,94%,f,t,t,Montcalm,46.80136,-71.22622,Entire condominium,Entire home/apt,2,1 bath,2,$59.00,1,365,56,0,,t,
44266532,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81386,-71.22375,Entire apartment,Entire home/apt,2,1 bath,1,$213.00,1,1125,337,13,4.85,f,1.21
44266800,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81234,-71.22488,Entire apartment,Entire home/apt,4,1 bath,1,$213.00,1,1125,298,1,5,f,0.18
44275413,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81218,-71.22356,Entire apartment,Entire home/apt,4,1 bath,2,$213.00,1,1125,355,26,4.88,f,3.9
44277060,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81228,-71.22527,Entire apartment,Entire home/apt,4,1 bath,2,$253.00,1,1125,352,9,4.89,f,0.8
44278363,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81402,-71.22402,Entire apartment,Entire home/apt,4,1 bath,3,$233.00,1,1125,347,1,4,f,0.21
44289454,35034527,2015/6/4,within an hour,100%,100%,t,t,t,Montcalm,46.80107,-71.23171,Private room in guesthouse,Private room,2,1 private bath,1,$133.00,1,1125,325,1,5,f,0.1
44291982,38853315,2015/7/18,N/A,N/A,88%,f,t,t,Saint-Louis,46.76375,-71.28197,Entire bungalow,Entire home/apt,4,1 bath,2,$89.00,2,7,0,7,4.86,t,0.61
44298860,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81579,-71.20762,Entire apartment,Entire home/apt,2,1 bath,1,$41.00,31,1125,319,6,4.17,t,0.68
44300340,134770508,2017/6/12,within an hour,100%,98%,t,t,t,Quartier 5-4,46.8726,-71.17473,Entire apartment,Entire home/apt,4,1 bath,2,$84.00,2,1125,4,18,4.89,f,2.33
44302889,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81442,-71.22383,Entire apartment,Entire home/apt,4,1 bath,3,$233.00,1,1125,352,1,5,f,0.15
44303263,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81231,-71.22565,Entire apartment,Entire home/apt,4,1 bath,2,$233.00,1,1125,364,2,5,f,0.18
44303448,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81266,-71.22525,Entire apartment,Entire home/apt,4,1 bath,3,$243.00,1,1125,360,2,4.5,f,0.52
44303590,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81353,-71.224,Entire apartment,Entire home/apt,4,1 bath,3,$243.00,1,1125,358,1,5,f,0.21
44303842,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81213,-71.22371,Entire apartment,Entire home/apt,4,1 bath,3,$243.00,1,1125,359,0,,f,
44304358,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81302,-71.22533,Entire apartment,Entire home/apt,4,1 bath,3,$253.00,1,1125,364,0,,f,
44315213,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80577,-71.22918,Entire apartment,Entire home/apt,2,1 bath,1,$82.00,1,1125,177,11,4.91,f,0.98
44322887,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81115,-71.21084,Entire apartment,Entire home/apt,4,1 bath,2,$45.00,1,1125,0,0,,f,
44322996,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81082,-71.21213,Entire apartment,Entire home/apt,4,1 bath,2,$38.00,1,1125,0,0,,f,
44323141,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81161,-71.21203,Entire apartment,Entire home/apt,4,1 bath,2,$42.00,1,1125,0,0,,f,
44323209,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81093,-71.21248,Entire apartment,Entire home/apt,2,1 bath,1,$27.00,1,1125,0,1,3,f,0.32
44323263,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81221,-71.21061,Entire apartment,Entire home/apt,2,1 bath,1,$23.00,1,1125,0,2,4,t,0.39
44323321,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81214,-71.21214,Entire apartment,Entire home/apt,2,1 bath,1,$32.00,1,1125,144,0,,f,
44349701,357799370,2020/7/22,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.80609,-71.24308,Entire apartment,Entire home/apt,4,1 bath,1,$85.00,1,1125,64,25,4.52,t,2.19
44358060,357076198,2020/7/18,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80966,-71.22119,Entire apartment,Entire home/apt,6,1 bath,2,$72.00,2,1125,3,16,4.56,t,1.38
44414468,46778321,2015/10/17,N/A,N/A,93%,t,t,t,Saint-Jean-Baptiste,46.81104,-71.21984,Entire apartment,Entire home/apt,4,1 bath,2,$90.00,2,1125,0,7,5,f,0.63
44416155,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81562,-71.2075,Entire apartment,Entire home/apt,6,1 bath,3,$207.00,1,1125,126,58,4.83,t,5.59
44429873,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80644,-71.23104,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,179,11,4.82,f,0.99
44431849,52608047,2015/12/29,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.80588,-71.2238,Entire apartment,Entire home/apt,2,1 bath,1,$50.00,31,365,122,0,,t,
44432099,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80512,-71.23085,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,173,16,4.81,f,1.41
44432453,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80598,-71.22903,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,177,9,5,f,1.14
44432620,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80595,-71.22892,Entire apartment,Entire home/apt,2,1 bath,1,$74.00,1,1125,166,28,4.96,f,2.47
44432805,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.806,-71.2295,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,172,7,5,f,0.62
44432929,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80637,-71.22914,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,179,4,4.75,f,0.36
44433988,95023097,2016/9/13,N/A,N/A,100%,f,t,t,Vieux-Limoilou,46.82184,-71.22443,Entire apartment,Entire home/apt,2,1 bath,1,$99.00,3,1125,0,4,5,f,0.38
44446440,207230779,2018/8/3,N/A,N/A,100%,f,t,t,Chutes-Montmorency,46.86647,-71.16924,Entire serviced apartment,Entire home/apt,2,1 bath,1,$250.00,9,1125,262,4,4.5,t,0.36
44447234,226336693,2018/11/18,within an hour,100%,91%,f,t,f,Notre-Dame-des-Laurentides,46.91214,-71.34328,Entire house,Entire home/apt,8,1.5 baths,3,$196.00,2,30,150,6,4.5,t,0.54
44450164,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80637,-71.22921,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,179,5,4.6,f,0.44
44450274,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80593,-71.22943,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,4,5,f,0.64
44450317,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80626,-71.22892,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,179,8,5,f,0.71
44455627,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81421,-71.20821,Entire apartment,Entire home/apt,2,1 bath,1,$35.00,31,1125,310,3,5,t,0.32
44456913,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80609,-71.22958,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,176,5,5,f,0.44
44457299,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80469,-71.23034,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,4,5,f,0.36
44457400,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80477,-71.23045,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,4,5,f,0.36
44460874,32229702,2015/4/29,within an hour,97%,97%,t,t,t,Vieux-Limoilou,46.82348,-71.22769,Entire condominium,Entire home/apt,6,1 bath,3,$235.00,1,1125,332,11,4.82,t,1.51
44464265,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81489,-71.20871,Entire apartment,Entire home/apt,2,1 bath,1,$35.00,31,1125,248,1,5,t,0.12
44464484,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81456,-71.20839,Entire apartment,Entire home/apt,4,1 bath,2,$44.00,31,1125,340,5,4.8,t,0.61
44486521,32229702,2015/4/29,within an hour,97%,97%,t,t,t,Vieux-Limoilou,46.82387,-71.2279,Entire condominium,Entire home/apt,6,1 bath,3,$205.00,1,1125,354,14,4.5,t,1.9
44487774,237308529,2019/1/17,N/A,N/A,100%,f,t,t,Jésuites,46.85553,-71.25765,Private room in house,Private room,2,1 shared bath,1,$50.00,1,15,0,4,4.5,t,0.37
44520586,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80481,-71.23034,Entire apartment,Entire home/apt,2,1 bath,1,$82.00,1,1125,171,27,4.96,f,2.66
44520638,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80558,-71.23029,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,176,5,5,f,0.46
44520701,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80568,-71.23015,Entire apartment,Entire home/apt,2,1 bath,1,$128.00,1,1125,179,2,4,f,0.18
44520786,360070664,2020/8/2,a few days or more,29%,67%,f,t,f,Saint-Louis,46.76405,-71.2982,Entire apartment,Entire home/apt,2,1 bath,0,$75.00,1,1125,179,0,,t,
44539953,360343130,2020/8/3,N/A,N/A,100%,f,t,t,Cité Universitaire,46.78748,-71.29348,Entire apartment,Entire home/apt,8,1 bath,3,$80.00,3,30,0,1,5,f,0.09
44540812,41004871,2015/8/9,within an hour,100%,100%,t,t,t,Montcalm,46.80174,-71.22992,Entire apartment,Entire home/apt,4,1 bath,2,$175.00,2,30,53,20,5,t,1.87
44551177,191160394,2018/5/23,within an hour,100%,100%,t,t,t,Sillery,46.76159,-71.26719,Private room in cottage,Private room,2,1 private bath,2,$95.00,2,27,2,25,5,t,2.26
44552771,40601106,2015/8/5,within an hour,100%,94%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81061,-71.20961,Entire condominium,Entire home/apt,4,1 bath,2,$40.00,31,1125,271,0,,t,
44556778,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80573,-71.2303,Entire apartment,Entire home/apt,2,1 bath,1,$115.00,1,1125,168,6,4.83,f,0.89
44556893,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80466,-71.23028,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,179,7,5,f,0.66
44574496,24854412,2014/12/15,N/A,N/A,75%,f,t,t,Chutes-Montmorency,46.89304,-71.15334,Private room in house,Private room,2,1.5 baths,1,$65.00,2,1125,0,0,,f,
44574970,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80486,-71.22973,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,173,4,5,f,0.38
44589433,44701521,2015/9/20,within a few hours,90%,62%,t,t,t,Saint-Sauveur,46.81047,-71.2356,Entire townhouse,Entire home/apt,7,1 bath,3,$269.00,2,1125,87,1,5,f,0.25
44598806,360959120,2020/8/6,N/A,N/A,100%,f,t,t,Saint-Jean-Baptiste,46.81053,-71.21922,Private room in townhouse,Private room,2,1 shared bath,1,$70.00,1,1125,0,4,4,f,0.38
44608080,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80647,-71.23047,Entire apartment,Entire home/apt,2,1 bath,1,$118.00,1,1125,179,1,5,f,0.11
44608269,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80614,-71.23032,Entire apartment,Entire home/apt,2,1 bath,1,$118.00,1,1125,179,2,5,f,0.19
44655993,132870758,2017/5/31,within a day,80%,100%,f,t,f,Quartier 4-6,46.84823,-71.25942,Private room in apartment,Private room,5,1 shared bath,3,$40.00,2,20,0,1,5,f,0.1
44674382,45247348,2015/9/28,within an hour,100%,98%,t,t,t,Saint-Jean-Baptiste,46.80984,-71.21956,Entire guest suite,Entire home/apt,4,1 bath,2,$140.00,2,1125,311,25,5,t,2.5
44686256,354538219,2020/7/7,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.81219,-71.21635,Entire apartment,Entire home/apt,2,1 bath,1,$95.00,2,1125,73,8,4.75,f,0.75
44745816,6153848,2013/4/29,N/A,N/A,100%,f,t,t,Montcalm,46.80576,-71.22774,Entire loft,Entire home/apt,2,1 bath,1,$125.00,1,365,0,4,5,t,0.37
44789441,360561337,2020/8/4,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82625,-71.22916,Entire apartment,Entire home/apt,9,2 baths,4,$243.00,1,31,98,14,4.86,t,1.4
44889097,226526376,2018/11/19,within an hour,100%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81201,-71.20766,Entire condominium,Entire home/apt,6,2 baths,3,$327.00,3,1125,240,6,4.67,f,0.98
44959649,284019020,2019/8/8,N/A,N/A,100%,f,t,f,Vieux-Moulin,46.84638,-71.20786,Entire condominium,Entire home/apt,3,1 bath,2,$80.00,1,1125,0,5,5,t,0.48
44966075,284998802,2019/8/12,within an hour,99%,99%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81669,-71.20496,Entire apartment,Entire home/apt,4,1.5 baths,2,$375.00,1,1125,342,24,4.75,t,2.35
45000381,17266932,2014/6/25,within an hour,100%,99%,t,t,t,Saint-Roch,46.8154,-71.22192,Entire condominium,Entire home/apt,4,1 bath,2,$164.00,1,1125,122,7,4.86,f,1.11
45001213,47708403,2015/10/29,within an hour,100%,96%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81191,-71.20801,Entire loft,Entire home/apt,2,1 bath,,$160.00,2,1125,50,24,4.96,f,2.36
45002089,363196599,2020/8/18,within an hour,100%,99%,f,t,t,Saint-Roch,46.81299,-71.22472,Entire apartment,Entire home/apt,6,1 bath,3,$118.00,1,31,133,19,4.74,t,1.81
45008707,3403057,2012/8/28,within a few hours,99%,63%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81579,-71.205,Entire condominium,Entire home/apt,6,1 bath,2,$149.00,20,1125,291,1,5,f,0.12
45013925,281888918,2019/8/2,within an hour,100%,98%,f,t,t,Vieux-Limoilou,46.82452,-71.22616,Entire apartment,Entire home/apt,2,1 bath,1,$77.00,2,1125,264,10,4.4,t,0.95
45014691,281888918,2019/8/2,within an hour,100%,98%,f,t,t,Vieux-Limoilou,46.82498,-71.22781,Entire apartment,Entire home/apt,4,1 bath,2,$93.00,2,1125,265,6,4.5,t,0.58
45055221,360561337,2020/8/4,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82592,-71.22892,Entire apartment,Entire home/apt,7,1 bath,3,$189.00,1,31,349,9,4.78,t,0.85
45064097,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80632,-71.23099,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,178,5,4.8,f,0.48
45064783,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80461,-71.22956,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,59,4,5,f,0.83
45064911,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80643,-71.22985,Entire apartment,Entire home/apt,2,1 bath,1,$74.00,1,1125,170,18,4.89,f,1.73
45066317,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80443,-71.22995,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,176,2,5,f,0.2
45066779,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.8062,-71.23106,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,177,3,5,f,0.29
45066898,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80416,-71.22984,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,2,5,f,2
45066983,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80619,-71.22976,Entire apartment,Entire home/apt,2,1 bath,1,$87.00,1,1125,177,1,5,f,0.1
45067013,360561337,2020/8/4,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82618,-71.22796,Entire apartment,Entire home/apt,9,1.5 baths,4,$221.00,1,1125,347,7,4.71,t,0.67
45074391,363707093,2020/8/21,within an hour,90%,95%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81574,-71.20549,Entire loft,Entire home/apt,2,1 bath,1,$55.00,1,31,0,13,4.92,t,1.24
45087282,363960963,2020/8/23,within an hour,96%,100%,f,t,t,Saint-Roch,46.813,-71.22577,Entire apartment,Entire home/apt,6,1 bath,3,$193.00,2,1125,83,28,4.57,t,2.71
45115996,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.811,-71.23245,Entire apartment,Entire home/apt,9,1 bath,6,$189.00,2,1125,135,30,4.77,t,4.64
45133560,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.8112,-71.22441,Entire apartment,Entire home/apt,6,1 bath,3,$446.00,1,1125,339,1,4,f,0.21
45134298,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81255,-71.22644,Entire apartment,Entire home/apt,4,1 bath,2,$367.00,1,1125,352,0,,f,
45134470,23693320,2014/11/13,within an hour,100%,100%,t,t,t,Saint-Roch,46.81283,-71.22574,Entire apartment,Entire home/apt,4,1 bath,2,$350.00,1,1125,347,0,,f,
45171133,363707093,2020/8/21,within an hour,90%,95%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81004,-71.20812,Entire loft,Entire home/apt,2,1 bath,1,$25.00,1,1125,35,23,4.22,t,2.25
45204043,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80589,-71.22914,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,179,1,5,f,0.1
45204225,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80498,-71.23121,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,2,5,f,2
45217892,32654797,2015/5/5,within an hour,100%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.815,-71.20681,Entire condominium,Entire home/apt,2,1 bath,2,$125.00,20,365,77,1,5,t,1
45227117,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,1,$154.00,1,365,232,7,4.86,t,0.69
45227130,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,1,$136.00,1,365,256,10,4.8,t,0.99
45230414,364155496,2020/8/24,within an hour,96%,100%,f,t,f,Quartier 4-2,46.87565,-71.27829,Entire apartment,Entire home/apt,4,1 bath,2,$69.00,1,1125,248,0,,t,
45230665,241075111,2019/2/4,within an hour,93%,100%,f,t,t,Quartier 4-6,46.84772,-71.25909,Entire loft,Entire home/apt,2,1 bath,1,$50.00,1,1125,249,1,5,t,1
45237093,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,1,$116.00,1,365,358,8,4.88,t,1.29
45238031,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,1,$134.00,1,365,251,12,4.92,t,1.29
45238390,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,1,$141.00,1,365,257,10,5,t,1.06
45253613,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8119,-71.2245,Entire apartment,Entire home/apt,2,1 bath,1,$140.00,1,365,235,14,4.93,t,2.22
45253963,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8119,-71.2245,Entire apartment,Entire home/apt,4,1 bath,2,$171.00,1,365,215,14,4.86,t,1.38
45255359,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80616,-71.2313,Entire apartment,Entire home/apt,2,1 bath,1,$80.00,1,1125,177,2,5,f,0.42
45255548,357423766,2020/7/20,within an hour,100%,100%,t,t,t,Montcalm,46.80414,-71.23113,Entire apartment,Entire home/apt,2,1 bath,1,$96.00,1,1125,178,2,4.5,f,0.36
45260425,139955908,2017/7/11,within a few hours,100%,56%,f,t,t,L'Aéroport,46.78172,-71.36678,Private room in townhouse,Private room,1,1 shared bath,1,$35.00,1,1125,361,1,4,f,0.6
45262672,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2239,Entire apartment,Entire home/apt,2,1 bath,0,$130.00,1,365,247,14,4.79,t,1.48
