"","id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","review_scores_rating","instant_bookable","reviews_per_month","year"
"1970","46709081","377517045",2020-11-29,"within an hour",100,100,"f","t","t","Saint-Roch",46.81362,-71.22838,"Entire apartment","Entire home/apt",2,"1 bath",1,95,2,1125,88,4,4.5,"t",0.75,1
"1971","46709851","377525081",2020-11-29,"within a few hours",70,100,"f","t","t","Saint-Roch",46.81376,-71.22816,"Entire loft","Entire home/apt",2,"1 bath",1,109,2,1125,90,6,4.5,"t",1.08,1
"1972","46710294","321313868",2019-12-26,"within a day",80,99,"f","t","t","Saint-Roch",46.81234,-71.22932,"Entire apartment","Entire home/apt",4,"1 bath",1,95,2,1125,145,3,4,"t",0.71,2
"1973","46722888","377621326",2020-11-30,"within a day",80,27,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80944,-71.20498,"Entire apartment","Entire home/apt",2,"1 bath",1,269,1,143,344,2,5,"t",0.44,1
"1974","46729159","73397258",2016-05-22,"within an hour",90,94,"f","t","t","Saint-Sauveur",46.80963,-71.24515,"Entire apartment","Entire home/apt",4,"1 bath",2,162,2,365,89,2,5,"t",0.63,5
"1975","46778322","61856688",2016-03-06,"within an hour",100,100,"f","t","t","Quartier 4-5",46.86219,-71.27807,"Entire townhouse","Entire home/apt",4,"1.5 baths",2,110,1,1125,18,4,5,"f",0.96,5
"1976","46787763","360561337",2020-08-04,"within an hour",100,100,"t","t","t","Saint-Roch",46.81389,-71.22654,"Entire condominium","Entire home/apt",7,"2 baths",4,289,1,1125,292,10,4.6,"t",1.55,1
"1977","46789805","360561337",2020-08-04,"within an hour",100,100,"t","t","t","Saint-Roch",46.81278,-71.22683,"Entire condominium","Entire home/apt",6,"1 bath",2,200,1,1125,325,4,5,"t",0.65,1
"1978","46801165","1908002",2012-03-12,"N/A",NA,100,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.85749,-71.33057,"Entire bungalow","Entire home/apt",7,"1 bath",4,100,4,90,0,0,NA,"t",NA,9
"1979","46822292","123214622",2017-03-29,"within a few hours",100,100,"f","t","f","Plateau",46.76934,-71.32154,"Entire apartment","Entire home/apt",2,"1 bath",1,21,30,120,8,0,NA,"f",NA,4
"1980","46868905","19694974",2014-08-08,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80255,-71.20771,"Entire loft","Entire home/apt",2,"1 bath",1,220,4,1125,59,0,NA,"f",NA,7
"1981","46879613","75963676",2016-06-05,"within an hour",100,99,"f","t","t","Saint-Roch",46.81493,-71.22796,"Entire loft","Entire home/apt",3,"1 bath",1,89,1,30,291,22,4.64,"t",7.02,5
"1982","46926798","265667177",2019-06-01,"within an hour",96,100,"t","t","f","Saint-Sacrement",46.78839,-71.25506,"Entire condominium","Entire home/apt",4,"1 bath",2,92,1,1125,84,0,NA,"t",NA,2
"1983","46926873","265667177",2019-06-01,"within an hour",96,100,"t","t","f","Saint-Sacrement",46.78843,-71.25472,"Entire condominium","Entire home/apt",4,"1 bath",2,109,1,1125,64,66,4.79,"t",9.8,2
"1984","46939647","379309101",2020-12-10,"within a few hours",90,93,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81083,-71.21076,"Entire condominium","Entire home/apt",6,"1.5 baths",3,499,3,1125,313,4,4.75,"f",1.19,1
"1985","46987453","379858910",2020-12-12,"within a few hours",100,94,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.8168,-71.20824,"Room in hotel","Private room",4,"1 private bath",2,135,1,15,0,0,NA,"f",NA,1
"1986","46987937","377225013",2020-11-27,"within an hour",100,100,"t","t","t","Saint-Louis",46.76359,-71.28813,"Entire guest suite","Entire home/apt",4,"1 bath",2,135,2,35,0,10,5,"f",2.1,1
"1987","47001121","379947017",2020-12-13,"within an hour",100,93,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.8125,-71.21049,"Entire townhouse","Entire home/apt",5,"1 bath",1,206,2,1125,120,4,5,"f",1.28,1
"1988","47003631","379985018",2020-12-13,"a few days or more",30,40,"f","t","f","Quartier 4-6",46.84741,-71.24523,"Entire condominium","Entire home/apt",4,"1 bath",3,80,7,1125,353,0,NA,"f",NA,1
"1989","47005223","379985018",2020-12-13,"a few days or more",30,40,"f","t","f","Quartier 4-6",46.84727,-71.24531,"Entire condominium","Entire home/apt",4,"1 bath",3,80,30,1125,365,0,NA,"f",NA,1
"1990","47023117","40431519",2015-08-03,"within an hour",100,80,"t","t","f","Maizerets",46.84079,-71.22876,"Entire apartment","Entire home/apt",4,"1 bath",2,100,30,1125,309,0,NA,"t",NA,6
"1991","47087217","379439704",2020-12-10,"within an hour",100,100,"t","t","t","Vieux-Limoilou",46.8264,-71.22804,"Entire condominium","Entire home/apt",6,"1 bath",4,199,2,1125,5,14,5,"f",2.21,1
"1992","47154391","380927002",2020-12-20,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.82547,-71.22851,"Entire apartment","Entire home/apt",6,"1 bath",3,80,2,1125,262,7,3.71,"f",1.46,1
"1993","47155353","380934349",2020-12-20,"within a few hours",90,100,"f","t","t","Vieux-Limoilou",46.82545,-71.22896,"Entire apartment","Entire home/apt",6,"1 bath",4,119,2,1125,249,4,5,"t",0.91,1
"1994","47161694","193766296",2018-06-05,"within an hour",100,99,"t","t","t","Saint-Roch",46.816,-71.2223,"Entire apartment","Entire home/apt",4,"1 bath",2,114,1,1125,49,5,5,"t",0.81,3
"1995","47223993","381375539",2020-12-23,"within a day",63,50,"f","t","t","Quartier 4-5",46.85373,-71.26053,"Entire condominium","Entire home/apt",5,"1 bath",2,185,1,365,365,0,NA,"f",NA,1
"1996","47262638","193223924",2018-06-03,"within an hour",90,89,"f","t","t","Saint-Jean-Baptiste",46.81239,-71.21723,"Entire condominium","Entire home/apt",3,"1 bath",1,132,1,30,4,9,5,"f",1.54,3
"1997","47284884","29506103",2015-03-17,"within an hour",100,97,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80581,-71.21906,"Entire apartment","Entire home/apt",4,"1 bath",2,55,31,1125,0,1,5,"t",0.36,6
"1998","47285245","29506103",2015-03-17,"within an hour",100,97,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80535,-71.21742,"Entire loft","Entire home/apt",2,"1 bath",1,34,31,1125,0,0,NA,"t",NA,6
"1999","47308407","70342700",2016-05-04,"within an hour",100,83,"t","t","t","Sillery",46.781597,-71.256424,"Private room in bed and breakfast","Private room",2,"1 private bath",1,96,1,28,355,4,5,"f",2.4,5
"2000","47310152","42291422",2015-08-23,"within an hour",100,98,"t","t","t","Quartier 4-5",46.85772,-71.27621,"Entire cottage","Entire home/apt",12,"2.5 baths",5,236,2,1125,131,21,4.9,"f",3.62,6
"2001","47352201","382306740",2020-12-30,"within an hour",100,100,"f","t","t","Saint-Jean-Baptiste",46.81115,-71.21638,"Entire apartment","Entire home/apt",3,"1 bath",2,72,1,1125,348,1,5,"t",0.21,1
"2002","47377968","382477733",2020-12-31,"a few days or more",17,50,"f","t","f","Sillery",46.78444,-71.25021,"Entire apartment","Entire home/apt",4,"1 bath",1,75,1,30,364,1,5,"t",0.17,1
"2003","47384722","295106559",2019-09-15,"within a day",100,0,"f","f","t","Saint-Roch",46.81516,-71.22788,"Tiny house","Entire home/apt",2,"1.5 baths",0,35,30,180,22,0,NA,"f",NA,2
"2004","47452449","155768668",2017-10-22,"within an hour",100,67,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81484,-71.21094,"Entire apartment","Entire home/apt",4,"1 bath",2,146,1,92,326,0,NA,"t",NA,4
"2005","47452709","158286702",2017-11-11,"within an hour",100,100,"f","t","t","L'Aéroport",46.821682,-71.403221,"Camper/RV","Entire home/apt",3,"1 bath",1,110,3,1125,57,2,5,"t",2,4
"2006","47453365","58617787",2016-02-13,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.80803,-71.2399,"Entire apartment","Entire home/apt",4,"1 bath",2,100,21,40,32,0,NA,"f",NA,5
"2007","47488106","197954157",2018-06-25,"within an hour",100,100,"f","t","t","Maizerets",46.8385,-71.22304,"Entire loft","Entire home/apt",2,"1 bath",2,85,1,1125,333,4,5,"t",3.08,3
"2008","47517169","73162264",2016-05-21,"N/A",NA,100,"f","t","f","Cité Universitaire",46.78898,-71.27698,"Entire apartment","Entire home/apt",2,"1 bath",1,40,1,365,0,0,NA,"t",NA,5
"2009","47581642","241075111",2019-02-04,"within an hour",93,100,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81064,-71.21158,"Entire loft","Entire home/apt",2,"1 bath",1,70,1,1125,296,15,4.2,"t",3.41,2
"2010","47702143","384266536",2021-01-12,"within an hour",100,100,"f","t","f","Montcalm",46.80324,-71.2258,"Private room in serviced apartment","Private room",4,"1 private bath",2,175,1,1125,178,1,5,"t",1,0
"2011","47715321","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Limoilou",46.82659,-71.22204,"Entire loft","Entire home/apt",2,"1 bath",1,90,30,1000,65,0,NA,"f",NA,6
"2012","47728340","384266536",2021-01-12,"within an hour",100,100,"f","t","f","Montcalm",46.8028,-71.22424,"Private room in serviced apartment","Private room",2,"1 private bath",1,125,1,1125,360,1,5,"t",1,0
"2013","47730126","384266536",2021-01-12,"within an hour",100,100,"f","t","f","Montcalm",46.80155,-71.22568,"Private room in serviced apartment","Private room",2,"1 bath",1,125,1,1125,89,0,NA,"t",NA,0
"2014","47781928","6223073",2013-05-04,"within an hour",100,97,"t","t","t","Saint-Sauveur",46.81573,-71.23638,"Entire apartment","Entire home/apt",2,"1 bath",1,30,30,1125,0,0,NA,"t",NA,8
"2015","47783551","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Chutes-Montmorency",46.87157,-71.17089,"Entire condominium","Entire home/apt",4,"1 bath",2,79,1,365,356,0,NA,"t",NA,3
"2016","47783552","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Vieux-Limoilou",46.82507,-71.22314,"Entire condominium","Entire home/apt",4,"1 bath",2,55,1,365,279,0,NA,"t",NA,3
"2017","47783555","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Loretteville",46.84415,-71.35232,"Entire house","Entire home/apt",10,"2 baths",4,110,1,365,0,0,NA,"t",NA,3
"2018","47783558","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Chutes-Montmorency",46.87176,-71.17133,"Entire condominium","Entire home/apt",4,"1 bath",2,68,1,365,60,0,NA,"t",NA,3
"2019","47783564","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Montcalm",46.79999,-71.2382,"Entire apartment","Entire home/apt",8,"1 bath",3,95,1,365,106,0,NA,"t",NA,3
"2020","47885963","385968375",2021-01-25,"within a day",50,100,"f","t","t","Saint-Jean-Baptiste",46.80752,-71.22563,"Entire apartment","Entire home/apt",2,"1 bath",0,65,31,1125,309,0,NA,"f",NA,0
"2021","47905313","386136638",2021-01-26,"within a few hours",100,NA,"f","t","t","Saint-Roch",46.81355,-71.22514,"Room in boutique hotel","Private room",2,"1 private bath",1,153,2,1125,180,0,NA,"t",NA,0
"2022","47906087","9665972",2013-10-27,"within an hour",100,100,"t","t","t","Vieux-Limoilou",46.82396,-71.22649,"Entire apartment","Entire home/apt",4,"1 bath",1,39,31,395,196,0,NA,"t",NA,8
"2023","47908679","156965492",2017-10-31,"within an hour",100,80,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81086,-71.2106,"Entire loft","Entire home/apt",2,"1 bath",1,34,30,1125,124,0,NA,"t",NA,4
"2024","47940773","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81427,-71.22449,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,232,1,1125,349,0,NA,"t",NA,0
"2025","47942424","12791846",2014-03-04,"within a day",100,67,"f","t","t","Vieux-Limoilou",46.82593,-71.23252,"Entire apartment","Entire home/apt",2,"1 bath",2,50,30,30,6,0,NA,"f",NA,7
"2026","47942491","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81359,-71.22455,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,242,1,1125,349,2,5,"t",0.73,0
"2027","47942986","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.8135,-71.22509,"Entire serviced apartment","Entire home/apt",6,"1 bath",3,226,1,1125,354,1,5,"t",0.41,0
"2028","47999286","185080349",2018-04-18,"N/A",NA,100,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81635,-71.21408,"Entire condominium","Entire home/apt",2,"1 bath",1,50,35,180,139,1,5,"f",0.53,3
"2029","48014282","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Maizerets",46.83371,-71.2248,"Private room in apartment","Private room",1,"1.5 shared baths",1,50,30,365,134,0,NA,"f",NA,6
"2030","48030021","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81246,-71.22614,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,246,1,1125,349,0,NA,"t",NA,0
"2031","48030235","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81394,-71.22624,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,256,1,1125,361,2,5,"t",2,0
"2032","48030510","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81258,-71.22473,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,266,1,1125,365,0,NA,"t",NA,0
"2033","48030684","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81333,-71.22596,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,276,1,1125,363,0,NA,"t",NA,0
"2034","48031004","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81348,-71.22459,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,296,1,1125,348,0,NA,"t",NA,0
"2035","48104138","15355294",2016-08-22,"N/A",NA,100,"f","t","t","Saint-Sauveur",46.80948,-71.23536,"Entire apartment","Entire home/apt",4,"2 baths",2,90,3,1125,0,1,5,"f",0.44,5
"2036","48107867","19909639",2014-08-12,"within an hour",100,100,"f","t","t","Saint-Roch",46.81273,-71.2269,"Entire condominium","Entire home/apt",4,"1 bath",2,140,1,1125,339,27,5,"t",5.66,7
"2037","48117958","1541402",2011-12-27,"within an hour",100,100,"t","t","t","Vieux-Limoilou",46.82469,-71.22435,"Entire townhouse","Entire home/apt",8,"2 baths",4,350,2,1125,0,0,NA,"t",NA,10
"2038","48122244","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Saint-Roch",46.81422,-71.22067,"Entire apartment","Entire home/apt",8,"1 bath",4,79,1,365,131,0,NA,"t",NA,3
"2039","48122459","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81362,-71.22676,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,236,1,1125,360,0,NA,"t",NA,0
"2040","48122702","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81206,-71.22672,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,246,1,1125,362,0,NA,"t",NA,0
"2041","48122770","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81222,-71.22485,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,262,1,1125,365,0,NA,"t",NA,0
"2042","48122838","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81381,-71.22623,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,266,1,1125,365,0,NA,"t",NA,0
"2043","48122913","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81406,-71.22597,"Entire serviced apartment","Entire home/apt",2,"1 bath",0,256,1,1125,353,0,NA,"t",NA,0
"2044","48123058","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81402,-71.22494,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,266,1,1125,362,0,NA,"t",NA,0
"2045","48123127","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81375,-71.22594,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,276,1,1125,358,0,NA,"t",NA,0
"2046","48123713","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81205,-71.22471,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,286,1,1125,364,0,NA,"t",NA,0
"2047","48135475","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81259,-71.22676,"Entire apartment","Entire home/apt",4,"1 bath",3,246,1,1125,365,1,5,"t",1,0
"2048","48135606","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81351,-71.22492,"Entire serviced apartment","Entire home/apt",4,"1 bath",3,262,1,1125,363,0,NA,"t",NA,0
"2049","48135668","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81229,-71.22454,"Entire serviced apartment","Entire home/apt",4,"1 bath",3,266,1,1125,361,0,NA,"t",NA,0
"2050","48135735","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81348,-71.22532,"Entire serviced apartment","Entire home/apt",4,"1 bath",3,276,1,1125,365,2,4,"t",2,0
"2051","48136134","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81426,-71.22604,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,256,1,1125,354,1,5,"t",1,0
"2052","48136254","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81205,-71.22629,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,266,1,1125,361,0,NA,"t",NA,0
"2053","48136423","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81401,-71.22634,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,276,1,1125,362,0,NA,"t",NA,0
"2054","48136971","386141112",2021-01-26,"within an hour",95,100,"f","t","t","Saint-Roch",46.81368,-71.22644,"Entire serviced apartment","Entire home/apt",4,"1 bath",2,286,1,1125,363,2,3.5,"t",2,0
"2055","48180536","388685190",2021-02-15,"N/A",NA,NA,"f","t","f","Saint-Sauveur",46.8078,-71.2327,"Entire townhouse","Entire home/apt",3,"1.5 baths",2,95,3,1125,0,0,NA,"f",NA,0
"2056","48209779","40013131",2015-07-30,"N/A",NA,NA,"f","t","t","Saint-Roch",46.81499,-71.2281,"Private room in apartment","Private room",2,"2 shared baths",1,45,1,1125,279,1,5,"f",0.31,6
"2057","48215780","236784947",2019-01-15,"within an hour",100,99,"t","t","t","Saint-Roch",46.8105,-71.22693,"Entire apartment","Entire home/apt",4,"1 bath",1,119,4,365,84,1,5,"f",1,2
"2058","48264496","389480701",2021-02-21,"within an hour",100,100,"f","t","t","Sillery",46.79015,-71.25094,"Entire house","Entire home/apt",9,"1.5 baths",5,206,2,1125,20,5,5,"t",5,0
"2059","48270121","389543115",2021-02-21,"within an hour",100,93,"f","t","f","Quartier 4-6",46.85004,-71.25702,"Entire loft","Entire home/apt",2,"1 bath",NA,65,1,1125,345,3,4.33,"f",2.25,0
"2060","48292475","371380868",2020-10-10,"within an hour",100,93,"f","t","t","Saint-Sauveur",46.80836,-71.23487,"Entire townhouse","Entire home/apt",6,"1.5 baths",3,238,2,7,60,2,5,"t",2,1
"2061","48317473","12791846",2014-03-04,"within a day",100,67,"f","t","t","Vieux-Limoilou",46.82597,-71.23271,"Entire apartment","Entire home/apt",2,"1 bath",2,60,10,30,9,0,NA,"f",NA,7
"2062","48331590","111428690",2017-01-14,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.831,-71.23011,"Entire townhouse","Entire home/apt",6,"2 baths",4,185,5,21,0,0,NA,"f",NA,4
"2063","48357877","261556488",2019-05-13,"within an hour",100,75,"f","t","f","Jésuites",46.8526,-71.24294,"Private room in apartment","Private room",1,"1.5 shared baths",1,51,1,7,87,2,5,"f",2,2
"2064","48364128","305173805",2019-10-29,"N/A",NA,40,"f","t","t","Saint-Sacrement",46.79069,-71.25759,"Entire condominium","Entire home/apt",2,"1 bath",1,80,1,365,64,0,NA,"t",NA,2
"2065","48390310","178686276",2018-03-15,"within an hour",100,94,"t","t","t","Saint-Roch",46.812256,-71.229576,"Entire apartment","Entire home/apt",2,"1 bath",1,157,1,1125,306,10,5,"t",4.62,3
"2066","48401501","276056642",2019-07-14,"within a day",100,67,"f","t","t","Chutes-Montmorency",46.86292,-71.16926,"Private room in condominium","Private room",2,"1 shared bath",NA,55,1,1125,0,2,5,"t",0.49,2
"2067","48412549","24686821",2014-12-10,"within an hour",100,0,"f","t","t","Maizerets",46.83899,-71.22312,"Entire apartment","Entire home/apt",3,"1 bath",3,90,3,60,1,0,NA,"f",NA,7
"2068","48425642","210774463",2018-08-20,"within an hour",100,100,"f","t","t","Lairet",46.83186,-71.2527,"Entire apartment","Entire home/apt",6,"1 bath",3,101,1,1125,329,3,5,"t",3,3
"2069","48437440","210774463",2018-08-20,"within an hour",100,100,"f","t","t","Lairet",46.83232,-71.25178,"Entire apartment","Entire home/apt",6,"1 bath",3,90,1,1125,326,1,4,"t",1,3
"2070","48488724","268467584",2019-06-13,"within an hour",100,92,"f","t","f","Saint-Sauveur",46.80833,-71.24069,"Entire apartment","Entire home/apt",4,"1 bath",2,100,1,28,0,26,4.69,"f",6.78,2
"2071","48503088","391399979",2021-03-06,"within an hour",100,100,"t","t","t","Saint-Roch",46.81438,-71.22615,"Entire apartment","Entire home/apt",4,"1 bath",2,128,2,1125,16,4,5,"t",2.67,0
"2072","48521184","9665972",2013-10-27,"within an hour",100,100,"t","t","t","Saint-Roch",46.81136,-71.2286,"Entire apartment","Entire home/apt",2,"1 bath",NA,55,31,1125,292,0,NA,"t",NA,8
"2073","48543320","195649860",2018-06-14,"within a few hours",88,94,"f","t","t","Saint-Jean-Baptiste",46.80997,-71.22113,"Entire condominium","Entire home/apt",5,"1 bath",3,54,1,365,94,0,NA,"f",NA,3
"2074","48546867","348456043",2020-06-02,"within a few hours",100,89,"f","t","t","Saint-Roch",46.81258,-71.23065,"Entire condominium","Entire home/apt",4,"1.5 baths",0,170,1,31,278,0,NA,"t",NA,1
"2075","48552386","173371919",2018-02-14,"within an hour",100,100,"f","t","t","Duberger-Les Saules",46.81781,-71.28345,"Private room in townhouse","Private room",1,"1 shared bath",1,100,1,365,88,0,NA,"f",NA,3
"2076","48565604","11664073",2014-01-26,"N/A",NA,NA,"f","t","t","Lairet",46.8399,-71.23949,"Entire apartment","Entire home/apt",5,"1 bath",4,150,6,6,133,0,NA,"t",NA,7
"2077","48570718","391871457",2021-03-09,"within an hour",100,100,"f","t","t","Chutes-Montmorency",46.87923,-71.16546,"Private room in condominium","Private room",3,"1 shared bath",1,29,2,15,336,13,4.69,"t",4.11,0
"2078","48591582","392022811",2021-03-10,"within an hour",100,100,"f","t","t","Saint-Roch",46.81326,-71.21843,"Entire apartment","Entire home/apt",3,"1 bath",1,70,1,1125,341,2,5,"t",0.74,0
"2079","48610609","7349771",2013-07-08,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.82215,-71.23945,"Entire townhouse","Entire home/apt",6,"1.5 baths",3,180,5,31,38,1,5,"f",1,8
"2080","48640795","135124229",2017-06-14,"within an hour",94,96,"t","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81421,-71.20752,"Entire apartment","Entire home/apt",6,"1.5 baths",2,183,2,1125,94,8,4.88,"f",2.58,4
"2081","48642228","178686276",2018-03-15,"within an hour",100,94,"t","t","t","Saint-Roch",46.8128,-71.22797,"Entire loft","Entire home/apt",4,"1 bath",3,131,1,1125,311,0,NA,"t",NA,3
"2082","48643866","385344036",2021-01-20,"within an hour",100,63,"f","t","t","Vieux-Limoilou",46.83079,-71.22993,"Entire apartment","Entire home/apt",5,"1 bath",3,80,2,28,341,2,5,"f",0.56,0
"2083","48654645","86702593",2016-07-29,"within an hour",100,100,"f","t","f","Saint-Sacrement",46.79205,-71.26138,"Entire house","Entire home/apt",8,"2 baths",5,110,6,1125,226,1,5,"t",1,5
"2084","48694050","7927151",2013-08-04,"within a few hours",100,90,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81226,-71.20256,"Room in boutique hotel","Private room",6,"1 private bath",3,169,2,31,13,2,4.5,"f",2,8
"2085","48751546","393283200",2021-03-19,"a few days or more",0,29,"f","t","t","Maizerets",46.83982,-71.22382,"Private room in apartment","Private room",2,"0 shared baths",NA,40,1,7,363,0,NA,"f",NA,0
"2086","48786866","379858910",2020-12-12,"within a few hours",100,94,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81554,-71.2091,"Entire apartment","Entire home/apt",4,"1 bath",2,95,4,60,34,2,4.5,"f",2,1
"2087","48788042","379858910",2020-12-12,"within a few hours",100,94,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.8155,-71.21083,"Entire apartment","Entire home/apt",4,"1 bath",3,105,4,60,56,0,NA,"f",NA,1
"2088","48885164","96692488",2016-09-25,"within a few hours",85,30,"t","t","t","Montcalm",46.80186,-71.24413,"Entire condominium","Entire home/apt",4,"1 bath",2,195,32,1125,88,0,NA,"f",NA,5
"2089","48886118","379858910",2020-12-12,"within a few hours",100,94,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81587,-71.20956,"Room in boutique hotel","Private room",4,"1 shared bath",2,145,1,15,0,0,NA,"f",NA,1
"2090","48915651","91494236",2016-08-23,"N/A",NA,NA,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.83929,-71.33427,"Entire condominium","Entire home/apt",2,"1 bath",1,65,365,730,365,0,NA,"f",NA,5
"2091","48921582","31108810",2015-04-12,"within an hour",100,100,"f","t","t","Lairet",46.83783,-71.24465,"Private room in apartment","Private room",2,"1.5 shared baths",1,50,2,1125,360,2,3.5,"t",1.62,6
"2092","48930607","13859257",2014-04-03,"within an hour",100,100,"t","t","t","Saint-Jean-Baptiste",46.81197,-71.21834,"Entire apartment","Entire home/apt",8,"1 bath",4,200,2,1125,23,7,5,"t",2.21,7
"2093","48961549","31108810",2015-04-12,"within an hour",100,100,"f","t","t","Lairet",46.83638,-71.24419,"Private room in apartment","Private room",1,"1.5 shared baths",1,30,2,1125,362,2,5,"t",0.85,6
"2094","48961681","31108810",2015-04-12,"within an hour",100,100,"f","t","t","Lairet",46.83642,-71.24565,"Private room in apartment","Private room",2,"1.5 shared baths",1,45,2,1125,350,5,4.6,"t",1.61,6
"2095","49055845","150501921",2017-09-13,"N/A",NA,100,"f","t","t","Montcalm",46.80571,-71.22776,"Entire condominium","Entire home/apt",5,"1 bath",3,75,31,1125,0,0,NA,"t",NA,4
"2096","49068793","268616971",2019-06-14,"a few days or more",0,NA,"f","t","t","Saint-Jean-Baptiste",46.80903,-71.22549,"Entire loft","Entire home/apt",2,"1 bath",1,86,6,365,179,0,NA,"t",NA,2
"2097","49077412","394577569",2021-03-28,"within a few hours",100,100,"f","t","t","Chutes-Montmorency",46.87704,-71.16029,"Private room in house","Private room",8,"2.5 shared baths",4,75,1,1125,183,0,NA,"t",NA,0
"2098","49095638","19909639",2014-08-12,"within an hour",100,100,"f","t","t","Saint-Roch",46.81374,-71.22582,"Entire condominium","Entire home/apt",4,"1 bath",2,138,1,1125,330,23,4.74,"t",8.85,7
